Cust No.,First Name,Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Num Of Policies,Credit Card,Active Member,Salary,Exited
7451,Carlos,Hsueh,712,Spain,Female,39,5,163097.55,2,Yes,Yes,23702,0
7452,Michelle,Alexander,659,France,Male,20,8,,2,No,No,112572,0
7453,Dale,Muravyova,573,Spain,Male,44,8,,2,No,No,62424,0
7454,Arianna,Wright,778,Germany,Female,35,1,151958.19,3,Yes,Yes,131238,1
7455,Jasmine,Calabresi,732,France,Male,46,0,,2,Yes,Yes,184351,0
7456,Dexter,Johnson,550,Germany,Male,33,4,118400.91,1,No,Yes,14000,1
7457,Carl,Lucchesi,790,Spain,Male,20,8,,2,Yes,No,168153,0
7458,Adrian,Galgano,665,Germany,Female,43,2,116322.27,4,Yes,No,35640,1
7459,Aida,Grigoryeva,728,Spain,Female,43,5,,1,Yes,Yes,120088,0
7460,Anna,Raymond,645,Spain,Female,29,4,,2,Yes,Yes,74346,0
7461,Heather,Paterson,647,Germany,Male,30,6,143138.91,2,Yes,No,2955,0
7462,Ted,Genovese,596,Spain,Male,32,4,,2,No,Yes,146504,0
7463,Dexter,Martin,610,France,Male,40,9,,1,Yes,Yes,149603,0
7464,Carl,Moretti,512,France,Male,36,0,129804.17,1,Yes,No,53021,0
7465,Adrian,Leckie,768,Germany,Male,37,9,108308.11,1,Yes,No,41788,1
7466,Aida,Lane,666,Germany,Male,30,3,110153.27,1,No,Yes,74849,0
7467,Anna,Brodney,700,Germany,Female,30,4,116377.48,1,Yes,Yes,134417,0
7468,Heather,Angelo,651,Germany,Female,37,10,117791.06,2,Yes,Yes,75838,0
7469,Ted,Millar,542,Spain,Female,26,2,,2,Yes,Yes,54870,0
7470,Stella,Balashov,686,France,Female,35,8,105419.73,1,Yes,No,35356,0
7471,Arthur,Afanasyev,850,Germany,Female,47,4,99219.47,2,Yes,Yes,122141,0
7472,Lucia,Chialuka,658,Germany,Female,55,8,119327.93,1,No,Yes,119440,0
7473,Robert,Yermolayev,448,France,Female,36,6,83947.12,2,Yes,No,82000,0
7474,Victoria,Tien,609,Spain,Male,32,4,99883.16,1,Yes,Yes,120595,0
7475,Adison,Lucchesi,704,France,Male,50,4,165438.26,1,Yes,No,120771,1
7476,Alissa,Lai,698,France,Male,31,1,156111.24,1,No,No,134791,0
7477,Cherry,Bates,759,France,Male,44,2,111095.58,2,Yes,No,100138,0
7478,Adele,Saunders,677,France,Female,56,0,119963.45,1,No,No,158326,1
7479,Vanessa,Chukwuemeka,544,Spain,Male,22,4,,2,Yes,No,70008,0
7480,Leonardo,Meagher,567,Spain,Male,35,8,153137.74,1,Yes,No,88659,0
7481,Daryl,Golubeva,490,Spain,Male,40,6,156111.08,1,No,No,190889,0
7482,Fiona,Collier,626,France,Male,34,7,113014.7,2,Yes,Yes,56646,0
7483,Melissa,Chan,718,Germany,Male,43,5,132615.73,2,Yes,No,32999,0
7484,Kellan,Chen,616,France,Male,44,5,102016.38,1,No,Yes,178235,1
7485,Carl,Wright,772,France,Female,35,9,,1,No,Yes,25448,0
7486,Kate,Cocci,561,France,Male,32,5,,2,Yes,No,84872,0
7487,Chelsea,Williams,814,France,Male,49,8,,2,No,No,157823,0
7488,Carlos,McGuffog,651,France,Female,56,4,,1,No,No,84383,1
7489,Michelle,Chukwujamuike,538,Germany,Female,42,4,80380.24,1,Yes,No,119216,0
7490,Dale,Scott,600,France,Female,26,6,108909.12,1,Yes,No,82547,0
7491,Arianna,Bell,654,France,Female,35,2,90865.8,1,Yes,Yes,86764,0
7492,Jasmine,Olisaemeka,622,France,Male,40,4,99799.76,2,Yes,No,197372,0
7493,Dexter,Napolitani,682,France,Male,28,10,200724.96,1,No,Yes,82873,1
7494,Carl,Sargood,610,Spain,Female,37,10,140363.95,2,Yes,Yes,129564,0
7495,Adrian,Harrington,795,France,Female,36,1,151844.64,1,Yes,Yes,135389,0
7496,Aida,Sutherland,557,France,Female,27,2,,2,No,Yes,4498,0
7497,Anna,Allan,824,Germany,Male,49,8,133231.48,1,Yes,Yes,67885,0
7498,Heather,Folliero,698,France,Male,27,7,,2,Yes,No,111472,0
7499,Ted,Mordvinova,630,France,Female,36,8,126598.99,2,Yes,Yes,134408,0
7500,Stella,Schofield,609,Germany,Female,71,6,113317.1,1,Yes,No,108258,1
7501,Arthur,Williams,694,France,Male,47,4,,2,Yes,No,197529,0
7502,Lucia,Baird,681,France,Female,58,8,93173.88,1,Yes,Yes,139761,0
7503,Robert,Whitehouse,721,Spain,Female,32,10,,1,Yes,No,136120,1
7504,Victoria,Thompson,563,Germany,Male,44,7,105007.31,2,Yes,Yes,197812,0
7505,Adison,Ogochukwu,654,Spain,Female,32,2,,1,Yes,Yes,51973,1
7506,Alissa,Niu,659,Spain,Male,27,4,,2,Yes,No,99342,0
7507,Cherry,Okoli,674,Germany,Female,44,4,131593.85,1,No,Yes,171345,1
7508,Adele,Lorenzen,576,Germany,Male,44,9,119530.52,1,Yes,No,119057,1
7509,Vanessa,Okechukwu,566,Germany,Male,54,4,118614.6,2,Yes,Yes,172602,0
7510,Leonardo,Anderson,545,Germany,Male,37,9,95829.13,2,No,Yes,104937,0
7511,Daryl,Ku,798,France,Male,36,1,,2,Yes,Yes,159044,0
7512,Fiona,Kung,757,France,Male,38,0,,1,Yes,No,83263,0
7513,Melissa,Lu,641,France,Male,50,6,153590.73,2,Yes,Yes,130911,0
7514,Kellan,Trevisano,718,France,Male,29,2,,1,Yes,No,126337,0
7515,Carl,Onwubiko,699,France,Male,64,9,113109.52,1,Yes,No,27981,1
7516,Kate,Vidler,623,France,Female,35,0,130557.24,1,Yes,Yes,47881,0
7517,Chelsea,Shen,644,France,Male,40,8,93183.19,1,Yes,No,73882,0
7518,Carlos,McGregor,586,France,Male,58,7,151933.63,1,Yes,No,162960,1
7519,Michelle,Nnamdi,500,Germany,Male,30,2,125495.64,2,Yes,Yes,68807,0
7520,Dale,Castiglione,583,France,Female,42,7,,2,Yes,No,144039,0
7521,Arianna,Bergamaschi,595,Germany,Female,26,8,118547.72,1,Yes,Yes,151192,0
7522,Jasmine,Allingham,670,Spain,Male,43,1,97792.21,1,No,No,120226,0
7523,Dexter,Stelzer,610,France,Male,41,6,,3,No,No,56119,1
7524,Carl,Rubin,814,Spain,Female,72,2,,2,No,Yes,130853,0
7525,Adrian,Ho,660,France,Female,40,8,167181.01,1,Yes,Yes,185157,0
7526,Aida,Watson,580,Germany,Male,35,9,121355.19,1,No,Yes,35671,0
7527,Anna,Perry,850,France,Female,81,1,,2,Yes,Yes,59568,0
7528,Heather,Sun,676,Spain,Male,35,0,,2,No,No,139912,0
7529,Ted,Harrell,578,France,Male,46,5,113226.47,1,Yes,No,56771,0
7530,Dexter,Robson,579,France,Female,33,1,118392.75,1,Yes,Yes,157565,0
7531,Carl,Wilson,711,Germany,Female,52,8,145262.54,1,No,Yes,131473,0
7532,Adrian,Kelechi,692,France,Male,40,6,163505.16,1,No,No,90424,0
7533,Aida,Bates,760,Spain,Female,33,1,118114.28,2,No,Yes,156660,0
7534,Anna,Eberegbulam,630,Germany,Female,51,0,108449.23,3,No,No,88373,1
7535,Heather,Olisaemeka,808,France,Male,32,1,,2,Yes,Yes,46201,0
7536,Ted,Davey,611,Germany,Female,36,10,103294.56,1,Yes,No,160548,0
7537,Stella,De Luca,697,France,Female,42,1,,1,Yes,No,1263,1
7538,Arthur,Ho,655,France,Female,38,6,,1,Yes,Yes,188639,0
7539,Lucia,Vasiliev,601,Spain,Male,28,6,,2,Yes,No,14665,0
7540,Robert,Smith,755,France,Male,42,2,119919.12,1,Yes,No,156868,0
7541,Victoria,Sung,553,France,Male,37,1,,1,Yes,No,30462,0
7542,Adison,White,723,France,Male,28,4,,2,Yes,Yes,123886,0
7543,Alissa,Wang,507,Spain,Female,34,4,,2,Yes,Yes,60688,0
7544,Cherry,Davide,777,France,Male,43,1,,2,Yes,No,21786,0
7545,Adele,Nnamdi,566,France,Male,34,3,,1,No,No,188136,0
7546,Vanessa,Welsh,732,France,Male,26,7,,2,Yes,No,154365,0
7547,Leonardo,Sousa,697,France,Female,42,10,,2,Yes,No,61312,0
7548,Daryl,Andrews,555,France,Male,29,4,128744.04,1,Yes,Yes,47455,0
7549,Fiona,Chiawuotu,584,Germany,Female,62,9,137727.34,2,No,Yes,121103,0
7550,Melissa,Thomson,705,Germany,Female,44,10,106731.58,1,Yes,No,137420,1
7551,Kellan,Carpenter,688,France,Female,38,7,123544.21,1,Yes,Yes,157664,0
7552,Carl,Yefimova,626,France,Female,37,2,133968.96,2,Yes,No,148690,0
7553,Kate,Ma,636,Spain,Male,76,9,126534.6,1,Yes,Yes,39790,0
7554,Chelsea,Black,719,Spain,Female,35,8,,1,Yes,Yes,165162,0
7555,Carlos,Obijiaku,706,Spain,Male,30,6,87609.68,2,No,No,137675,1
7556,Michelle,King,731,Spain,Male,41,3,,2,Yes,No,101372,0
7557,Dale,Miller,738,Spain,Male,49,3,,3,Yes,Yes,65066,1
7558,Arianna,Chin,426,France,Male,34,9,,2,Yes,No,107877,0
7559,Jasmine,Cox,622,Spain,Female,36,0,108960,2,Yes,No,111180,1
7560,Dexter,Wallace,701,Spain,Female,30,2,,2,Yes,No,115651,0
7561,Carl,Price,512,France,Male,51,6,144953.31,1,Yes,Yes,165035,0
7562,Adrian,Yuan,635,France,Male,41,4,103544.88,2,Yes,No,193747,0
7563,Aida,Mullen,685,France,Male,33,6,,1,Yes,No,58458,0
7564,Anna,Howell,609,France,Male,53,7,,2,No,Yes,52333,0
7565,Heather,McIntosh,598,Germany,Male,38,1,101487.18,1,Yes,Yes,75959,1
7566,Ted,Clifton,708,France,Male,52,10,105355.81,1,Yes,No,123,1
7567,Stella,Okwuoma,574,Spain,Male,36,4,77967.5,1,Yes,No,167067,1
7568,Arthur,Chidiebere,629,France,Male,44,5,,4,No,No,117573,1
7569,Lucia,Fan,422,Spain,Female,54,4,,2,Yes,Yes,7167,0
7570,Robert,Onyemauchechukwu,656,Spain,Male,28,8,120047.77,1,Yes,Yes,137173,0
7571,Victoria,Harker,697,France,Male,32,7,175464.85,3,Yes,No,116442,1
7572,Adison,Bolton,718,France,Male,52,8,79475.3,3,Yes,Yes,32421,1
7573,Alissa,Lazarev,586,Germany,Male,37,8,167735.69,2,No,Yes,104666,0
7574,Cherry,Alexeyeva,481,Spain,Female,37,8,,2,Yes,No,44216,0
7575,Adele,Stevens,749,France,Female,33,1,74385.98,1,Yes,No,20164,0
7576,Vanessa,Glover,561,Germany,Male,49,5,94754,1,Yes,Yes,26691,0
7577,Leonardo,Ibekwe,676,Spain,Male,27,4,,1,No,Yes,107956,0
7578,Daryl,Paterson,615,Germany,Male,43,3,86920.86,1,Yes,Yes,150048,0
7579,Fiona,Marsh,582,France,Female,39,1,132077.48,2,Yes,No,192255,0
7580,Melissa,Reeves,601,France,Male,40,10,127847.86,1,No,No,173246,0
7581,Kellan,Rees,708,France,Male,34,3,,1,No,Yes,121458,1
7582,Carl,Hanson,708,Germany,Male,42,9,176702.36,2,Yes,Yes,104805,0
7583,Kate,Onwughara,797,Germany,Female,33,10,83555.58,1,No,No,69767,0
7584,Chelsea,Odinakachukwu,682,France,Male,26,8,,2,Yes,No,178373,0
7585,Carlos,Huang,694,Spain,Female,39,9,,2,No,No,99924,0
7586,Michelle,Trevisani,490,France,Female,40,1,,1,Yes,Yes,49594,1
7587,Dale,Dale,828,Spain,Male,42,10,,1,Yes,Yes,186071,0
7588,Arianna,Pavlova,594,Spain,Female,38,7,96858.35,1,Yes,No,77511,0
7589,Jasmine,Meng,579,Spain,Male,33,1,,2,Yes,Yes,54817,0
7590,Dexter,Dean,723,France,Female,35,0,,2,No,Yes,61291,0
7591,Carl,Chiganu,619,Germany,Female,42,8,132796.04,3,Yes,Yes,191821,1
7592,Adrian,Lung,794,Spain,Female,30,1,154970.54,1,No,Yes,156768,0
7593,Aida,Donaldson,674,Germany,Male,44,3,88902.21,1,Yes,No,73731,0
7594,Anna,Li Fonti,418,France,Male,28,7,98738.92,1,Yes,No,122190,0
7595,Heather,Izmailova,502,France,Male,33,8,,2,Yes,Yes,123509,0
7596,Ted,Walker,678,France,Female,50,6,,1,Yes,No,8200,0
7597,Dexter,Nnonso,599,Germany,Male,40,10,137456.28,2,Yes,Yes,14113,0
7598,Carl,Stevenson,736,France,Male,29,4,,2,No,No,51705,0
7599,Adrian,Schnaars,430,France,Female,60,7,73937.02,1,Yes,No,161938,1
7600,Aida,Geoghegan,537,France,Female,45,7,158621.04,1,Yes,No,120893,1
7601,Anna,Ilyina,683,Spain,Male,30,1,113257.2,1,Yes,Yes,65035,0
7602,Heather,Muir,828,France,Male,31,9,,1,No,Yes,164257,0
7603,Ted,Gardener,691,France,Female,29,9,116536.43,1,Yes,No,51988,0
7604,Stella,Chidi,608,Spain,Female,28,4,,2,Yes,No,10900,1
7605,Arthur,Fu,691,France,Female,60,6,101070.69,1,Yes,No,177356,1
7606,Lucia,Sun,718,Spain,Male,39,6,,2,No,Yes,63889,0
7607,Robert,Ting,680,Germany,Female,31,3,127331.46,3,Yes,Yes,176434,0
7608,Victoria,Ashton,838,Spain,Female,41,5,,2,Yes,No,81314,0
7609,Adison,Uwakwe,695,Spain,Female,31,5,,2,No,Yes,13999,0
7610,Alissa,Vassiliev,681,France,Male,46,0,105969.42,1,Yes,No,5772,0
7611,Cherry,Kazakova,762,France,Male,36,5,119547.46,1,Yes,Yes,42694,0
7612,Adele,Perry,751,Spain,Male,38,7,,2,No,No,90840,0
7613,Vanessa,Howell,678,Spain,Male,28,5,138668.18,1,Yes,Yes,54144,0
7614,Leonardo,Ricci,634,France,Female,37,7,51582.5,2,Yes,Yes,184313,0
7615,Daryl,Smith,749,France,Male,37,7,,2,Yes,No,20307,0
7616,Fiona,Rossi,590,Spain,Male,37,6,169902.92,1,Yes,Yes,128256,0
7617,Melissa,Jones,610,France,Female,27,4,87262.4,2,Yes,No,182720,0
7618,Kellan,Quezada,502,France,Male,33,7,,2,No,Yes,4083,0
7619,Carl,McCulloch,578,France,Female,40,7,,2,No,No,102234,0
7620,Kate,Tobeolisa,547,France,Female,32,2,,2,Yes,No,132003,0
7621,Chelsea,Black,579,France,Female,27,9,,2,Yes,No,126839,0
7622,Carlos,Fraser,661,France,Male,39,5,,2,No,No,181461,0
7623,Michelle,Green,794,France,Male,46,6,,2,Yes,No,195326,0
7624,Dale,Allan,719,France,Male,61,5,,2,No,Yes,29132,0
7625,Arianna,Akudinobi,728,France,Female,69,1,,2,Yes,Yes,131805,0
7626,Jasmine,Walker,598,Germany,Male,19,3,150348.37,1,Yes,Yes,173784,0
7627,Dexter,Olisaemeka,822,Germany,Female,46,3,115074.02,2,Yes,No,26250,0
7628,Carl,Arcuri,670,Spain,Female,40,3,,1,Yes,Yes,182650,0
7629,Adrian,Liu,850,France,Male,28,8,99986.98,1,Yes,No,196583,0
7630,Aida,Flemming,723,Germany,Female,68,3,110357,1,No,No,141978,1
7631,Anna,Bischof,705,Germany,Male,42,8,166685.92,2,Yes,Yes,55314,0
7632,Heather,John,677,Spain,Male,40,7,95312.8,1,Yes,Yes,62945,0
7633,Ted,Sinnett,736,France,Male,43,4,202443.47,1,Yes,No,72375,0
7634,Stella,Ts'ui,661,Germany,Female,47,0,109493.62,1,No,No,188324,1
7635,Arthur,Pokrovsky,501,Germany,Male,38,9,88977.39,2,No,Yes,133403,0
7636,Lucia,Azarov,516,France,Female,29,2,104982.57,1,Yes,No,157379,0
7637,Robert,McCarthy,517,Germany,Female,59,8,154110.99,2,Yes,No,101240,1
7638,Victoria,Simpson,766,France,Male,32,6,185714.28,1,Yes,Yes,102503,0
7639,Adison,Stevenson,520,Germany,Female,23,3,116022.53,2,Yes,Yes,37578,0
7640,Alissa,Moore,541,France,Male,46,6,,2,Yes,Yes,83457,0
7641,Cherry,Chill,790,Germany,Female,34,2,164011.48,1,Yes,No,199420,0
7642,Adele,Moore,797,France,Male,31,9,,2,Yes,Yes,24749,0
7643,Vanessa,Su,811,France,Male,40,1,101514.89,1,Yes,Yes,121765,0
7644,Leonardo,Rees,722,Spain,Female,32,4,,2,Yes,Yes,113666,0
7645,Daryl,Lung,675,France,Male,28,9,,1,Yes,No,134111,0
7646,Fiona,Thomas,660,Germany,Male,39,9,134599.33,2,Yes,No,183096,0
7647,Melissa,Fuller,566,Spain,Male,32,10,147511.26,1,Yes,Yes,159891,0
7648,Kellan,Trevisani,768,France,Male,25,0,78396.08,1,Yes,Yes,8316,0
7649,Carl,Dumolo,610,Spain,Female,31,5,,2,No,No,63736,0
7650,Kate,Wu,715,France,Female,31,3,110581.29,1,Yes,Yes,94715,0
7651,Chelsea,Kerr,750,Germany,Male,42,8,151836.36,2,Yes,No,68695,0
7652,Carlos,Geoghegan,431,Germany,Male,45,5,83624.55,2,No,No,36900,0
7653,Michelle,Bailey,704,France,Male,24,2,148197.15,2,Yes,No,182775,0
7654,Dale,Hsia,535,Spain,Female,30,5,122924.75,1,No,No,62391,1
7655,Arianna,Holden,614,France,Female,38,4,72594,1,Yes,Yes,76042,0
7656,Jasmine,Milani,748,France,Male,38,4,115221.36,1,No,Yes,70957,0
7657,Dexter,Jamieson,492,Germany,Male,51,8,117808.74,2,Yes,Yes,67311,0
7658,Carl,Ndubueze,573,France,Male,40,7,147754.68,1,Yes,Yes,110454,0
7659,Adrian,Abramova,706,Spain,Female,53,3,,3,No,No,88479,1
7660,Aida,Wetherspoon,680,France,Male,31,10,113292.17,1,Yes,Yes,122640,0
7661,Anna,Middleton,458,Spain,Male,36,5,,2,Yes,No,79724,0
7662,Heather,Arcuri,612,Germany,Male,44,2,115163.38,1,Yes,Yes,97678,1
7663,Ted,Calabrese,809,Germany,Male,50,10,118098.62,1,Yes,Yes,100720,1
7664,Dexter,Hampton,590,France,Male,39,9,,2,Yes,Yes,104731,0
7665,Carl,Clayton,602,France,Male,35,8,,1,Yes,Yes,22499,0
7666,Adrian,Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,Yes,No,28258,0
7667,Aida,Chukwuemeka,494,France,Male,25,6,,2,No,Yes,109988,0
7668,Anna,Douglas,797,France,Male,29,1,,1,No,Yes,149991,0
7669,Heather,Galloway,526,Germany,Male,61,6,133845.28,2,Yes,Yes,45181,0
7670,Ted,Sochima,631,Spain,Male,38,7,,2,Yes,No,181606,0
7671,Stella,Wilkins,576,France,Female,29,5,108541.04,1,Yes,Yes,126469,0
7672,Arthur,Rice,405,France,Male,39,10,,1,Yes,No,160811,1
7673,Lucia,Pope,555,France,Male,30,1,,2,No,No,88147,0
7674,Robert,Romani,750,Spain,Female,37,2,113817.06,1,No,No,88334,0
7675,Victoria,Ch'ang,665,France,Male,28,8,137300.23,1,Yes,No,90175,0
7676,Adison,Chizuoke,640,Spain,Male,37,5,158024.38,1,Yes,No,81298,0
7677,Alissa,Ireland,457,France,Female,33,7,127837.54,1,No,Yes,60013,0
7678,Cherry,Finch,695,France,Male,36,4,161533,1,Yes,No,100941,0
7679,Adele,Meng,645,France,Male,31,7,161171.7,2,Yes,No,12600,1
7680,Vanessa,Hibbins,647,Spain,Male,32,9,80958.36,1,Yes,Yes,128591,0
7681,Leonardo,Chung,808,Spain,Male,25,7,,2,No,Yes,23180,0
7682,Daryl,Black,641,France,Male,33,2,146193.6,2,Yes,Yes,55797,1
7683,Fiona,Balashov,700,Spain,Male,29,8,,2,No,Yes,152097,0
7684,Melissa,Palmer,660,Germany,Male,26,4,115021.76,1,No,Yes,162443,0
7685,Kellan,Lea,615,Spain,Male,41,1,126773.43,1,Yes,Yes,55551,0
7686,Carl,Singleton,705,Germany,Female,40,3,92889.91,1,Yes,Yes,109497,0
7687,Kate,Burt,718,France,Male,48,9,,2,Yes,Yes,72106,0
7688,Chelsea,Siciliano,754,France,Male,61,5,146622.35,1,Yes,Yes,41815,1
7689,Carlos,Sun,713,Germany,Male,45,4,131038.14,1,Yes,No,74005,1
7690,Michelle,Sauve,587,France,Female,46,6,88820.29,1,No,No,70224,0
7691,Dale,Thompson,569,Spain,Male,31,1,115406.97,1,No,No,145528,0
7692,Arianna,Boni,568,France,Female,38,3,132951.92,1,No,Yes,124486,0
7693,Jasmine,Wood,634,Germany,Male,74,5,108891.7,1,Yes,No,10078,0
7694,Dexter,Buccho,770,Germany,Female,46,5,141788.63,2,No,No,164967,0
7695,Carl,Spencer,676,Spain,Female,64,4,116954.32,1,Yes,Yes,91149,0
7696,Adrian,Eidson,723,Germany,Female,47,10,90450,2,No,No,103379,1
7697,Aida,Hung,614,Germany,Female,39,8,125997.22,1,Yes,Yes,128049,1
7698,Anna,Melvin,601,Spain,Female,41,3,,2,Yes,No,54343,0
7699,Heather,Dawkins,592,France,Male,60,9,,4,Yes,Yes,13614,1
7700,Ted,Rizzo,605,Spain,Female,36,9,,2,No,Yes,35522,0
7701,Stella,Capon,752,Spain,Female,31,4,144637.86,2,Yes,No,40497,0
7702,Arthur,Ts'ao,677,France,Female,29,3,86616.35,1,No,No,91904,1
7703,Lucia,Johnstone,850,France,Male,31,8,,2,Yes,No,178668,0
7704,Robert,Fleming,608,Germany,Female,48,2,127924.25,2,Yes,No,32203,0
7705,Victoria,Chang,786,Spain,Female,34,9,,2,Yes,No,117034,0
7706,Adison,Gibbs,777,France,Female,29,9,131240.61,1,Yes,Yes,163746,1
7707,Alissa,Rita,667,Spain,Male,31,5,,2,Yes,Yes,20347,0
7708,Cherry,Munro,848,Spain,Male,35,5,120046.74,2,Yes,No,84711,0
7709,Adele,Duncan,486,France,Female,39,8,97819.36,1,No,Yes,120531,0
7710,Vanessa,Okwuadigbo,598,Spain,Female,64,1,62979.93,1,Yes,Yes,152274,0
7711,Leonardo,McIntosh,506,France,Female,40,3,,1,Yes,Yes,144346,0
7712,Daryl,Ch'iu,612,Germany,Male,46,9,161450.03,1,Yes,Yes,96961,1
7713,Fiona,Watt,545,France,Male,30,3,,2,Yes,No,170307,0
7714,Melissa,Udinese,793,France,Male,56,8,119496.25,2,Yes,No,29881,0
7715,Kellan,Clark,682,France,Female,30,9,,2,Yes,Yes,195105,0
7716,Carl,Hsia,517,France,Male,62,1,43772.66,3,Yes,No,187756,1
7717,Kate,Obiuto,684,France,Male,32,9,100249.41,2,No,Yes,67600,0
7718,Chelsea,T'ien,692,Spain,Male,46,2,,2,Yes,Yes,105983,0
7719,Carlos,McKenzie,740,France,Female,60,5,108028.08,2,No,No,25980,1
7720,Michelle,Tang,666,Germany,Male,71,1,53013.29,2,Yes,Yes,112223,0
7721,Dale,Tu,693,France,Male,68,2,,2,Yes,Yes,59865,0
7722,Arianna,Tsui,757,Germany,Male,33,1,122088.67,1,Yes,No,42581,0
7723,Jasmine,Lynch,684,Germany,Male,18,9,90544,1,No,Yes,4777,0
7724,Dexter,Hung,691,Spain,Male,35,6,,2,No,Yes,178038,0
7725,Carl,Oluchukwu,842,France,Male,44,3,141252.18,4,No,Yes,128521,1
7726,Adrian,Tuan,482,France,Female,35,5,147813.05,2,No,No,109030,0
7727,Aida,Lewis,735,France,Male,55,6,134140.68,1,Yes,No,2268,0
7728,Anna,Chidiebere,681,France,Female,63,7,,2,Yes,Yes,55054,0
7729,Heather,Woolacott,616,France,Female,31,8,,1,No,Yes,76456,0
7730,Ted,Yen,850,France,Female,35,2,128548.49,4,Yes,No,75479,1
7731,Dexter,Service,635,France,Male,43,10,122198.21,2,No,Yes,179145,0
7732,Carl,Lin,638,Germany,Male,42,8,145177.84,1,Yes,No,193472,1
7733,Adrian,Chuang,820,Spain,Female,31,2,94222.53,1,Yes,No,103571,0
7734,Aida,Akhtar,694,Germany,Female,58,1,143212.22,1,No,No,102629,1
7735,Anna,Faulkner,713,France,Male,41,3,,2,Yes,No,55772,0
7736,Heather,Liang,543,Germany,Male,41,6,143350.41,1,Yes,Yes,192070,1
7737,Ted,Dancy,649,France,Female,41,3,130931.83,1,Yes,Yes,144808,0
7738,Stella,Duigan,777,France,Female,30,4,137851.31,1,Yes,No,5008,1
7739,Arthur,McLean,561,France,Male,33,6,,2,No,No,173680,0
7740,Lucia,Zuyeva,724,Spain,Male,41,5,,1,No,Yes,115754,0
7741,Robert,Hankinson,665,Spain,Female,51,8,,1,Yes,Yes,38928,1
7742,Victoria,Wei,441,France,Male,60,1,140614.15,1,No,Yes,174381,0
7743,Adison,Afamefula,579,Spain,Male,22,3,118680.57,1,Yes,Yes,49830,0
7744,Alissa,Chiang,777,Germany,Male,35,7,122917.69,1,Yes,Yes,76170,0
7745,Cherry,Myers,739,France,Female,36,0,,2,No,No,133466,0
7746,Adele,Chinedum,660,France,Male,40,5,131754.11,2,Yes,Yes,38762,0
7747,Vanessa,Ukaegbunam,554,France,Female,35,8,,2,Yes,Yes,176779,0
7748,Leonardo,Akubundu,850,France,Female,24,6,,2,Yes,Yes,13160,0
7749,Daryl,Sal,842,Germany,Female,35,9,119948.09,1,Yes,No,48218,1
7750,Fiona,Stevenson,785,France,Female,38,1,,1,Yes,No,134965,1
7751,Melissa,Sutherland,550,France,Male,25,0,,2,Yes,Yes,184221,0
7752,Kellan,Ts'ao,750,Spain,Female,39,6,,2,No,No,19264,0
7753,Carl,Sung,490,Spain,Female,38,3,97266.1,1,Yes,Yes,92797,0
7754,Kate,Pisani,605,Germany,Male,28,10,113690.83,1,Yes,No,33114,0
7755,Chelsea,Hs?eh,563,Spain,Female,42,6,99056.22,2,Yes,No,154348,1
7756,Carlos,Sherrod,675,France,Male,34,8,,2,Yes,Yes,184842,0
7757,Michelle,Holloway,621,Spain,Female,36,7,116338.68,1,Yes,Yes,155743,0
7758,Dale,Newton,850,France,Male,40,6,97339.99,1,No,Yes,88815,0
7759,Arianna,Kang,711,France,Male,41,3,,2,Yes,Yes,193748,0
7760,Jasmine,Walton,549,Germany,Female,55,1,137592.31,2,No,Yes,116548,1
7761,Dexter,Bradley,764,Germany,Male,34,6,108760.27,2,Yes,No,166325,1
7762,Carl,Watkins,627,Germany,Male,30,3,128770.88,2,Yes,Yes,40199,0
7763,Adrian,Tien,850,France,Female,34,2,,2,No,No,51919,0
7764,Aida,Davide,614,Spain,Female,36,1,44054.84,1,Yes,Yes,73329,0
7765,Anna,Milne,685,Germany,Female,44,2,119657.53,1,Yes,No,145387,1
7766,Heather,Barling,683,Germany,Female,49,7,108797.63,2,No,No,140763,0
7767,Ted,Barnett,643,Spain,Male,35,2,,2,No,No,67979,0
7768,Stella,Ellis,561,Germany,Female,49,1,102025.32,1,Yes,No,133052,1
7769,Arthur,Hsia,601,Spain,Female,20,9,122446.61,2,Yes,No,86792,0
7770,Lucia,Chukwujamuike,766,France,Female,27,7,158786.67,2,No,Yes,47579,0
7771,Robert,Venables,699,France,Male,29,3,125689.29,1,Yes,Yes,151624,0
7772,Victoria,Hsia,850,Germany,Male,29,1,154640.41,1,Yes,Yes,164040,0
7773,Adison,Alexander,792,Germany,Female,50,4,146710.76,1,Yes,No,16528,1
7774,Alissa,Yuan,636,Germany,Male,67,7,136709.35,1,No,Yes,66753,1
7775,Cherry,Johnston,850,Germany,Male,43,5,129305.09,2,No,Yes,19245,0
7776,Adele,Hobler,628,Spain,Male,40,10,,2,Yes,No,103833,0
7777,Vanessa,Jamieson,736,France,Female,63,10,,2,No,Yes,503,0
7778,Leonardo,Macleod,711,France,Female,21,0,82844.33,2,No,Yes,1409,0
7779,Daryl,Norris,583,Spain,Female,22,2,,2,No,Yes,5985,0
7780,Fiona,Pirozzi,757,France,Male,46,0,,2,Yes,No,37460,0
7781,Melissa,Folliero,749,Germany,Female,33,10,76692.22,1,No,Yes,30396,0
7782,Kellan,Russell,705,France,Male,34,7,117715.84,1,Yes,No,2499,0
7783,Carl,Hsiung,585,France,Male,54,8,87105.32,1,Yes,Yes,55346,0
